Chromosome,Feature,Start,End,Strand,ID_gene,Start-2000,End+2000,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr04,gene,31169012,31174731,+,Os04g0614500,31167012,31176731,chr04,31173001,31173500,500,hyper,Os04g0614500,100,TRUE,Azucena (CG context)
chr04,gene,31918565,31927669,-,Os04g0627132,31916565,31929669,chr04,31923001,31923500,500,hyper,Os04g0627132,100,TRUE,Azucena (CG context)
chr04,gene,32994714,32999780,-,Os04g0648500,32992714,33001780,chr04,32995001,32995500,500,hyper,Os04g0648500,100,TRUE,Azucena (CG context)
chr04,gene,34440331,34444073,-,Os04g0674600,34438331,34446073,chr04,34443001,34443500,500,hypo,Os04g0674600,100,TRUE,Azucena (CG context)
chr04,gene,34613664,34623117,-,Os04g0677700,34611664,34625117,chr04,34614501,34615000,500,hyper,Os04g0677700,100,TRUE,Azucena (CG context)
chr05,gene,516952,522941,-,Os05g0109600,514952,524941,chr05,521501,522000,500,hypo,Os05g0109600,100,TRUE,Azucena (CG context)
chr05,gene,519999,522451,+,Os05g0109650,517999,524451,chr05,521501,522000,500,hypo,Os05g0109650,100,TRUE,Azucena (CG context)
chr05,gene,562876,566453,+,Os05g0110500,560876,568453,chr05,566001,566500,500,hyper,Os05g0110500,90.6,TRUE,Azucena (CG context)
chr05,gene,629508,632454,+,Os05g0111800,627508,634454,chr05,631001,631500,500,hypo,Os05g0111800,100,TRUE,Azucena (CG context)
chr05,gene,1707173,1709074,-,Os05g0129200,1705173,1711074,chr05,1707001,1707500,500,hyper,Os05g0129200,65.6,TRUE,Azucena (CG context)
chr05,gene,1707186,1709022,+,Os05g0129250,1705186,1711022,chr05,1707001,1707500,500,hyper,Os05g0129250,63,TRUE,Azucena (CG context)
chr05,gene,4179894,4185469,+,Os05g0169900,4177894,4187469,chr05,4183001,4183500,500,hyper,Os05g0169900,100,TRUE,Azucena (CG context)
chr05,gene,4180163,4185468,-,Os05g0169800,4178163,4187468,chr05,4183001,4183500,500,hyper,Os05g0169800,100,TRUE,Azucena (CG context)
chr05,gene,4958322,4964946,+,Os05g0182500,4956322,4966946,chr05,4959501,4960000,500,hypo,Os05g0182500,100,TRUE,Azucena (CG context)
chr05,gene,4959380,4964676,-,Os05g0182550,4957380,4966676,chr05,4959501,4960000,500,hypo,Os05g0182550,100,TRUE,Azucena (CG context)
chr05,gene,5784144,5789558,-,Os05g0194500,5782144,5791558,chr05,5784501,5785000,500,hyper,Os05g0194500,100,TRUE,Azucena (CG context)
chr05,gene,9432377,9436129,+,Os05g0255600,9430377,9438129,chr05,9435501,9436000,500,hyper,Os05g0255600,100,TRUE,Azucena (CG context)
chr05,gene,9461682,9474094,+,Os05g0256100,9459682,9476094,chr05,9473001,9473500,500,hyper,Os05g0256100,100,TRUE,Azucena (CG context)
chr05,gene,10537478,10546650,-,Os05g0267100,10535478,10548650,chr05,10544001,10544500,500,hypo,Os05g0267100,100,TRUE,Azucena (CG context)
chr05,gene,11641032,11643809,-,Os05g0278950,11639032,11645809,chr05,11641501,11642000,500,hypo,Os05g0278950,100,TRUE,Azucena (CG context)
chr05,gene,13232746,13234909,+,Os05g0297001,13230746,13236909,chr05,13233501,13234000,500,hypo,Os05g0297001,100,TRUE,Azucena (CG context)
chr05,gene,13939693,13946672,-,Os05g0307400,13937693,13948672,chr05,13942501,13943000,500,hypo,Os05g0307400,100,TRUE,Azucena (CG context)
chr05,gene,17870104,17873680,+,Os05g0371200,17868104,17875680,chr05,17870501,17871000,500,hyper,Os05g0371200,100,TRUE,Azucena (CG context)
chr05,gene,18778899,18786819,+,Os05g0388400,18776899,18788819,chr05,18785501,18786000,500,hyper,Os05g0388400,100,TRUE,Azucena (CG context)
chr05,gene,19124235,19128438,+,Os05g0393200,19122235,19130438,chr05,19125001,19125500,500,hyper,Os05g0393200,100,TRUE,Azucena (CG context)
chr05,gene,19718538,19737605,-,Os05g0405000,19716538,19739605,chr05,19730501,19731000,500,hyper,Os05g0405000,100,TRUE,Azucena (CG context)
chr05,gene,19718538,19737605,-,Os05g0405000,19716538,19739605,chr05,19732001,19732500,500,hypo,Os05g0405000,100,TRUE,Azucena (CG context)
chr05,gene,19777945,19780020,+,Os05g0406000,19775945,19782020,chr05,19779001,19779500,500,hypo,Os05g0406000,100,TRUE,Azucena (CG context)
chr05,gene,20519776,20523629,+,Os05g0418901,20517776,20525629,chr05,20523001,20523500,500,hypo,Os05g0418901,100,TRUE,Azucena (CG context)
chr05,gene,20815469,20820780,-,Os05g0425000,20813469,20822780,chr05,20819001,20819500,500,hypo,Os05g0425000,100,TRUE,Azucena (CG context)
chr05,gene,21587817,21593415,+,Os05g0440800,21585817,21595415,chr05,21592001,21592500,500,hyper,Os05g0440800,100,TRUE,Azucena (CG context)
chr05,gene,22518318,22524115,+,Os05g0458400,22516318,22526115,chr05,22519001,22519500,500,hyper,Os05g0458400,100,TRUE,Azucena (CG context)
chr05,gene,22518318,22524115,+,Os05g0458400,22516318,22526115,chr05,22523501,22524000,500,hyper,Os05g0458400,100,TRUE,Azucena (CG context)
chr05,gene,23050622,23053139,+,Os05g0469450,23048622,23055139,chr05,23050501,23051000,500,hyper,Os05g0469450,75.8,TRUE,Azucena (CG context)
chr05,gene,23653404,23662373,+,Os05g0481100,23651404,23664373,chr05,23655501,23656000,500,hyper,Os05g0481100,100,TRUE,Azucena (CG context)
chr05,gene,24023674,24026150,-,Os05g0488800,24021674,24028150,chr05,24024001,24024500,500,hypo,Os05g0488800,100,TRUE,Azucena (CG context)
chr05,gene,24027775,24030803,+,Os05g0488900,24025775,24032803,chr05,24028501,24029000,500,hypo,Os05g0488900,100,TRUE,Azucena (CG context)
chr05,gene,24347149,24354016,+,Os05g0495600,24345149,24356016,chr05,24351501,24352000,500,hyper,Os05g0495600,100,TRUE,Azucena (CG context)
chr05,gene,24835787,24839449,-,Os05g0504800,24833787,24841449,chr05,24839001,24839500,500,hypo,Os05g0504800,89.8,TRUE,Azucena (CG context)
chr05,gene,25641597,25646402,+,Os05g0517200,25639597,25648402,chr05,25643501,25644000,500,hyper,Os05g0517200,100,TRUE,Azucena (CG context)
chr05,gene,25667364,25669371,-,Os05g0518000,25665364,25671371,chr05,25668501,25669000,500,hyper,Os05g0518000,100,TRUE,Azucena (CG context)
chr05,gene,26334144,26337301,-,Os05g0530300,26332144,26339301,chr05,26336001,26336500,500,hyper,Os05g0530300,100,TRUE,Azucena (CG context)
chr05,gene,26334219,26337336,+,Os05g0530350,26332219,26339336,chr05,26336001,26336500,500,hyper,Os05g0530350,100,TRUE,Azucena (CG context)
chr05,gene,26628171,26631476,+,Os05g0536200,26626171,26633476,chr05,26631001,26631500,500,hypo,Os05g0536200,95.2,TRUE,Azucena (CG context)
chr06,gene,629986,633799,-,Os06g0111300,627986,635799,chr06,630501,631000,500,hypo,Os06g0111300,100,TRUE,Azucena (CG context)
chr06,gene,927339,932583,-,Os06g0116800,925339,934583,chr06,931501,932000,500,hyper,Os06g0116800,100,TRUE,Azucena (CG context)
chr06,gene,1423797,1427678,+,Os06g0127000,1421797,1429678,chr06,1425501,1426000,500,hyper,Os06g0127000,100,TRUE,Azucena (CG context)
chr06,gene,1438381,1445164,-,Os06g0127200,1436381,1447164,chr06,1439001,1439500,500,hypo,Os06g0127200,100,TRUE,Azucena (CG context)
chr06,gene,2428013,2433345,+,Os06g0146250,2426013,2435345,chr06,2432001,2432500,500,hyper,Os06g0146250,100,TRUE,Azucena (CG context)
chr06,gene,2803042,2806247,+,Os06g0154400,2801042,2808247,chr06,2804001,2804500,500,hyper,Os06g0154400,100,TRUE,Azucena (CG context)
chr06,gene,3175806,3181638,-,Os06g0163000,3173806,3183638,chr06,3176501,3177000,500,hyper,Os06g0163000,100,TRUE,Azucena (CG context)
chr06,gene,3273390,3276888,+,Os06g0164400,3271390,3278888,chr06,3275501,3276000,500,hypo,Os06g0164400,100,TRUE,Azucena (CG context)
chr06,gene,4347162,4353377,-,Os06g0186400,4345162,4355377,chr06,4348501,4349000,500,hypo,Os06g0186400,100,TRUE,Azucena (CG context)
chr06,gene,5027686,5035358,-,Os06g0199100,5025686,5037358,chr06,5029501,5030000,500,hyper,Os06g0199100,100,TRUE,Azucena (CG context)
chr06,gene,5276639,5286101,-,Os06g0204400,5274639,5288101,chr06,5278501,5279000,500,hyper,Os06g0204400,100,TRUE,Azucena (CG context)
chr06,gene,5601748,5604982,+,Os06g0209700,5599748,5606982,chr06,5602001,5602500,500,hyper,Os06g0209700,100,TRUE,Azucena (CG context)
chr06,gene,5933850,5939505,-,Os06g0216800,5931850,5941505,chr06,5935501,5936000,500,hypo,Os06g0216800,100,TRUE,Azucena (CG context)
chr06,gene,6489414,6491807,-,Os06g0225400,6487414,6493807,chr06,6491501,6492000,500,hypo,Os06g0225400,61.4,TRUE,Azucena (CG context)
chr06,gene,6503743,6507744,-,Os06g0225900,6501743,6509744,chr06,6505001,6505500,500,hypo,Os06g0225900,100,TRUE,Azucena (CG context)
chr06,gene,7306160,7307551,-,Os06g0240800,7304160,7309551,chr06,7306001,7306500,500,hypo,Os06g0240800,68.2,TRUE,Azucena (CG context)
chr06,gene,9840913,9857074,-,Os06g0281400,9838913,9859074,chr06,9844001,9844500,500,hypo,Os06g0281400,100,TRUE,Azucena (CG context)
chr06,gene,10907283,10918688,-,Os06g0295500,10905283,10920688,chr06,10911001,10911500,500,hypo,Os06g0295500,100,TRUE,Azucena (CG context)
chr06,gene,10926731,10928479,+,Os06g0295900,10924731,10930479,chr06,10928001,10928500,500,hypo,Os06g0295900,95.8,TRUE,Azucena (CG context)
chr06,gene,10952309,10956092,-,Os06g0296450,10950309,10958092,chr06,10953501,10954000,500,hypo,Os06g0296450,100,TRUE,Azucena (CG context)
chr06,gene,17489516,17500476,+,Os06g0498400,17487516,17502476,chr06,17499501,17500000,500,hyper,Os06g0498400,100,TRUE,Azucena (CG context)
chr06,gene,17609748,17613555,+,Os06g0500100,17607748,17615555,chr06,17610501,17611000,500,hypo,Os06g0500100,100,TRUE,Azucena (CG context)
chr06,gene,17630572,17632343,-,Os06g0500700,17628572,17634343,chr06,17631001,17631500,500,hypo,Os06g0500700,100,TRUE,Azucena (CG context)
chr06,gene,20522130,20524853,+,Os06g0544100,20520130,20526853,chr06,20524501,20525000,500,hyper,Os06g0544100,70.6,TRUE,Azucena (CG context)
chr06,gene,21695353,21698217,+,Os06g0564300,21693353,21700217,chr06,21697001,21697500,500,hyper,Os06g0564300,100,TRUE,Azucena (CG context)
chr06,gene,21893256,21898174,+,Os06g0567200,21891256,21900174,chr06,21896001,21896500,500,hypo,Os06g0567200,100,TRUE,Azucena (CG context)
chr06,gene,24808827,24811960,-,Os06g0618100,24806827,24813960,chr06,24809001,24809500,500,hyper,Os06g0618100,100,TRUE,Azucena (CG context)
chr06,gene,26693754,26696199,+,Os06g0652250,26691754,26698199,chr06,26694501,26695000,500,hyper,Os06g0652250,100,TRUE,Azucena (CG context)
chr06,gene,27286319,27292847,-,Os06g0662000,27284319,27294847,chr06,27288001,27288500,500,hyper,Os06g0662000,100,TRUE,Azucena (CG context)
chr06,gene,28752549,28757404,-,Os06g0689600,28750549,28759404,chr06,28754001,28754500,500,hyper,Os06g0689600,100,TRUE,Azucena (CG context)
chr06,gene,29990050,29994451,-,Os06g0708900,29988050,29996451,chr06,29993501,29994000,500,hypo,Os06g0708900,100,TRUE,Azucena (CG context)
chr06,gene,30967319,30973486,+,Os06g0727700,30965319,30975486,chr06,30971001,30971500,500,hypo,Os06g0727700,100,TRUE,Azucena (CG context)
chr07,gene,431999,437549,+,Os07g0108000,429999,439549,chr07,435501,436000,500,hyper,Os07g0108000,100,TRUE,Azucena (CG context)
chr07,gene,3446343,3450330,-,Os07g0164300,3444343,3452330,chr07,3447001,3447500,500,hypo,Os07g0164300,100,TRUE,Azucena (CG context)
chr07,gene,4544924,4552953,+,Os07g0185700,4542924,4554953,chr07,4551501,4552000,500,hypo,Os07g0185700,100,TRUE,Azucena (CG context)
chr07,gene,5116681,5119153,-,Os07g0194500,5114681,5121153,chr07,5117501,5118000,500,hypo,Os07g0194500,100,TRUE,Azucena (CG context)
chr07,gene,5116786,5118903,+,Os07g0194550,5114786,5120903,chr07,5117501,5118000,500,hypo,Os07g0194550,100,TRUE,Azucena (CG context)
chr07,gene,5281095,5293886,-,Os07g0197500,5279095,5295886,chr07,5291001,5291500,500,hyper,Os07g0197500,100,TRUE,Azucena (CG context)
chr07,gene,8535823,8543276,+,Os07g0253100,8533823,8545276,chr07,8541501,8542000,500,hyper,Os07g0253100,100,TRUE,Azucena (CG context)
chr07,gene,8812366,8815314,-,Os07g0256300,8810366,8817314,chr07,8813501,8814000,500,hyper,Os07g0256300,100,TRUE,Azucena (CG context)
chr07,gene,11170896,11182966,+,Os07g0288700,11168896,11184966,chr07,11173001,11173500,500,hypo,Os07g0288700,100,TRUE,Azucena (CG context)
chr07,gene,11170911,11182781,-,Os07g0289050,11168911,11184781,chr07,11173001,11173500,500,hypo,Os07g0289050,100,TRUE,Azucena (CG context)
chr07,gene,12313548,12325679,-,Os07g0404300,12311548,12327679,chr07,12324501,12325000,500,hyper,Os07g0404300,100,TRUE,Azucena (CG context)
chr07,gene,12763740,12766733,+,Os07g0409200,12761740,12768733,chr07,12764501,12765000,500,hypo,Os07g0409200,100,TRUE,Azucena (CG context)
chr07,gene,12916883,12924202,-,Os07g0412100,12914883,12926202,chr07,12922001,12922500,500,hyper,Os07g0412100,100,TRUE,Azucena (CG context)
chr07,gene,15623368,15626179,-,Os07g0452801,15621368,15628179,chr07,15625001,15625500,500,hyper,Os07g0452801,100,TRUE,Azucena (CG context)
chr07,gene,17116440,17120414,+,Os07g0474600,17114440,17122414,chr07,17119501,17120000,500,hyper,Os07g0474600,100,TRUE,Azucena (CG context)
chr07,gene,17282102,17285379,-,Os07g0477866,17280102,17287379,chr07,17284501,17285000,500,hypo,Os07g0477866,100,TRUE,Azucena (CG context)
chr07,gene,19598507,19609045,-,Os07g0512000,19596507,19611045,chr07,19604501,19605000,500,hypo,Os07g0512000,100,TRUE,Azucena (CG context)
chr07,gene,21368384,21374650,-,Os07g0541200,21366384,21376650,chr07,21369001,21370000,1000,hyper,Os07g0541200,100,TRUE,Azucena (CG context)
chr07,gene,21414427,21419296,-,Os07g0541900,21412427,21421296,chr07,21414501,21415000,500,hyper,Os07g0541900,100,TRUE,Azucena (CG context)
chr07,gene,21414629,21419315,+,Os07g0542067,21412629,21421315,chr07,21414501,21415000,500,hyper,Os07g0542067,74.4,TRUE,Azucena (CG context)
chr07,gene,23091890,23094419,+,Os07g0572000,23089890,23096419,chr07,23094001,23094500,500,hyper,Os07g0572000,83.8,TRUE,Azucena (CG context)
chr07,gene,23884624,23887174,+,Os07g0587000,23882624,23889174,chr07,23886001,23886500,500,hypo,Os07g0587000,100,TRUE,Azucena (CG context)
chr07,gene,24266479,24276820,-,Os07g0596300,24264479,24278820,chr07,24276001,24276500,500,hyper,Os07g0596300,100,TRUE,Azucena (CG context)
chr07,gene,24515344,24517707,-,Os07g0601000,24513344,24519707,chr07,24515501,24516000,500,hypo,Os07g0601000,100,TRUE,Azucena (CG context)
chr07,gene,25645996,25649158,-,Os07g0620400,25643996,25651158,chr07,25646501,25647000,500,hypo,Os07g0620400,100,TRUE,Azucena (CG context)
chr07,gene,27684419,27686520,+,Os07g0657500,27682419,27688520,chr07,27684501,27685500,1000,hypo,Os07g0657500,100,TRUE,Azucena (CG context)
chr07,gene,27841389,27845407,-,Os07g0660400,27839389,27847407,chr07,27844501,27845000,500,hyper,Os07g0660400,100,TRUE,Azucena (CG context)
chr07,gene,27841885,27845349,+,Os07g0660433,27839885,27847349,chr07,27844501,27845000,500,hyper,Os07g0660433,100,TRUE,Azucena (CG context)
chr07,gene,28741888,28745900,-,Os07g0679000,28739888,28747900,chr07,28743001,28743500,500,hyper,Os07g0679000,100,TRUE,Azucena (CG context)
chr07,gene,29566093,29571527,-,Os07g0694400,29564093,29573527,chr07,29568501,29569000,500,hyper,Os07g0694400,100,TRUE,Azucena (CG context)
chr08,gene,374114,376404,+,Os08g0107650,372114,378404,chr08,374001,374500,500,hyper,Os08g0107650,77.4,TRUE,Azucena (CG context)
chr08,gene,704559,713864,-,Os08g0113200,702559,715864,chr08,706001,706500,500,hyper,Os08g0113200,100,TRUE,Azucena (CG context)
chr08,gene,3013807,3016330,-,Os08g0152600,3011807,3018330,chr08,3014001,3014500,500,hyper,Os08g0152600,100,TRUE,Azucena (CG context)
chr08,gene,6032208,6039069,+,Os08g0203600,6030208,6041069,chr08,6033001,6033500,500,hyper,Os08g0203600,100,TRUE,Azucena (CG context)
chr08,gene,7583487,7588332,+,Os08g0224500,7581487,7590332,chr08,7586501,7587000,500,hyper,Os08g0224500,100,TRUE,Azucena (CG context)
chr08,gene,8677955,8681460,+,Os08g0242800,8675955,8683460,chr08,8680501,8681000,500,hypo,Os08g0242800,100,TRUE,Azucena (CG context)
chr08,gene,9016956,9020228,+,Os08g0247700,9014956,9022228,chr08,9018001,9018500,500,hyper,Os08g0247700,100,TRUE,Azucena (CG context)
chr08,gene,10131802,10135064,+,Os08g0266200,10129802,10137064,chr08,10133001,10133500,500,hypo,Os08g0266200,100,TRUE,Azucena (CG context)
chr08,gene,10655519,10658544,-,Os08g0276400,10653519,10660544,chr08,10655501,10656000,500,hypo,Os08g0276400,96.4,TRUE,Azucena (CG context)
chr08,gene,10817993,10821522,+,Os08g0278966,10815993,10823522,chr08,10819001,10819500,500,hyper,Os08g0278966,100,TRUE,Azucena (CG context)
chr08,gene,13028145,13034173,-,Os08g0309300,13026145,13036173,chr08,13029001,13029500,500,hyper,Os08g0309300,100,TRUE,Azucena (CG context)
chr08,gene,17116561,17121280,-,Os08g0367850,17114561,17123280,chr08,17120501,17121000,500,hypo,Os08g0367850,100,TRUE,Azucena (CG context)
chr08,gene,17228974,17235520,-,Os08g0369800,17226974,17237520,chr08,17230501,17231000,500,hypo,Os08g0369800,100,TRUE,Azucena (CG context)
chr08,gene,18305366,18309363,+,Os08g0387400,18303366,18311363,chr08,18309001,18309500,500,hyper,Os08g0387400,72.6,TRUE,Azucena (CG context)
chr08,gene,22808929,22814436,+,Os08g0464400,22806929,22816436,chr08,22810001,22810500,500,hyper,Os08g0464400,100,TRUE,Azucena (CG context)
chr08,gene,25064640,25066853,-,Os08g0506500,25062640,25068853,chr08,25066001,25066500,500,hypo,Os08g0506500,100,TRUE,Azucena (CG context)
chr08,gene,26601165,26605539,+,Os08g0533600,26599165,26607539,chr08,26601001,26601500,500,hyper,Os08g0533600,67.2,TRUE,Azucena (CG context)
chr08,gene,26785706,26791061,+,Os08g0536100,26783706,26793061,chr08,26789001,26789500,500,hypo,Os08g0536100,100,TRUE,Azucena (CG context)
chr08,gene,26786846,26790855,-,Os08g0536150,26784846,26792855,chr08,26789001,26789500,500,hypo,Os08g0536150,100,TRUE,Azucena (CG context)
chr08,gene,26938833,26942097,-,Os08g0539100,26936833,26944097,chr08,26939501,26940000,500,hypo,Os08g0539100,100,TRUE,Azucena (CG context)
chr08,gene,27320678,27325475,-,Os08g0545500,27318678,27327475,chr08,27323001,27323500,500,hyper,Os08g0545500,100,TRUE,Azucena (CG context)
chr08,gene,28173344,28181698,-,Os08g0562700,28171344,28183698,chr08,28174001,28174500,500,hyper,Os08g0562700,100,TRUE,Azucena (CG context)
chr08,gene,28214432,28217144,+,Os08g0563450,28212432,28219144,chr08,28215001,28215500,500,hypo,Os08g0563450,100,TRUE,Azucena (CG context)
chr08,gene,28355371,28360778,-,Os08g0566100,28353371,28362778,chr08,28358501,28359000,500,hypo,Os08g0566100,100,TRUE,Azucena (CG context)
chr08,gene,28355486,28360596,+,Os08g0566250,28353486,28362596,chr08,28358501,28359000,500,hypo,Os08g0566250,100,TRUE,Azucena (CG context)
chr09,gene,3620063,3633132,+,Os09g0248000,3618063,3635132,chr09,3620501,3621000,500,hypo,Os09g0248000,100,TRUE,Azucena (CG context)
chr09,gene,3959991,3964671,+,Os09g0252000,3957991,3966671,chr09,3964001,3964500,500,hypo,Os09g0252000,100,TRUE,Azucena (CG context)
chr09,gene,5918077,5929773,+,Os09g0280500,5916077,5931773,chr09,5926001,5926500,500,hypo,Os09g0280500,100,TRUE,Azucena (CG context)
chr09,gene,8510839,8516543,-,Os09g0313500,8508839,8518543,chr09,8516001,8516500,500,hyper,Os09g0313500,100,TRUE,Azucena (CG context)
chr09,gene,10071433,10085739,-,Os09g0333600,10069433,10087739,chr09,10080001,10080500,500,hyper,Os09g0333600,100,TRUE,Azucena (CG context)
chr09,gene,12290004,12294955,-,Os09g0370200,12288004,12296955,chr09,12293501,12294000,500,hypo,Os09g0370200,100,TRUE,Azucena (CG context)
chr09,gene,12580283,12582418,+,Os09g0375900,12578283,12584418,chr09,12581501,12582000,500,hyper,Os09g0375900,100,TRUE,Azucena (CG context)
chr09,gene,12662824,12667523,-,Os09g0376900,12660824,12669523,chr09,12664001,12664500,500,hypo,Os09g0376900,100,TRUE,Azucena (CG context)
chr09,gene,12892973,12898006,+,Os09g0381300,12890973,12900006,chr09,12897001,12897500,500,hyper,Os09g0381300,100,TRUE,Azucena (CG context)
chr09,gene,14095779,14099857,+,Os09g0401900,14093779,14101857,chr09,14099001,14099500,500,hyper,Os09g0401900,100,TRUE,Azucena (CG context)
chr09,gene,19922979,19927555,+,Os09g0512200,19920979,19929555,chr09,19926501,19927000,500,hyper,Os09g0512200,100,TRUE,Azucena (CG context)
chr09,gene,20073815,20076697,+,Os09g0515400,20071815,20078697,chr09,20074501,20075000,500,hypo,Os09g0515400,100,TRUE,Azucena (CG context)
chr09,gene,20321887,20323986,+,Os09g0520300,20319887,20325986,chr09,20322501,20323000,500,hyper,Os09g0520300,100,TRUE,Azucena (CG context)
