Chromosome,Feature,Start,End,Strand,ID_gene,seqnames,start,end,width,Status,Gene,coverage_percentage,overlap,file
chr05,gene,8611323,8613323,-,Os05g0241300,chr05,8612001,8612500,500,hypo,Os05g0241300,100,TRUE,Azucena (CG context)
chr05,gene,8957416,8959416,+,Os05g0247800,chr05,8958001,8958500,500,hyper,Os05g0247800,100,TRUE,Azucena (CG context)
chr05,gene,14406019,14408019,+,Os05g0313500,chr05,14406001,14406500,500,hypo,Os05g0313500,96.4,TRUE,Azucena (CG context)
chr05,gene,14846337,14848337,-,Os05g0319800,chr05,14847001,14847500,500,hyper,Os05g0319800,100,TRUE,Azucena (CG context)
chr05,gene,14846718,14848718,+,Os05g0319850,chr05,14847001,14847500,500,hyper,Os05g0319850,100,TRUE,Azucena (CG context)
chr05,gene,15122584,15124584,+,Os05g0326400,chr05,15123501,15124000,500,hypo,Os05g0326400,100,TRUE,Azucena (CG context)
chr05,gene,17832350,17834350,-,Os05g0370900,chr05,17834001,17834500,500,hyper,Os05g0370900,70,TRUE,Azucena (CG context)
chr05,gene,17981282,17983282,+,Os05g0373300,chr05,17982001,17982500,500,hypo,Os05g0373300,100,TRUE,Azucena (CG context)
chr05,gene,19224611,19226611,-,Os05g0395116,chr05,19224501,19225000,500,hypo,Os05g0395116,78,TRUE,Azucena (CG context)
chr05,gene,19334642,19336642,+,Os05g0397600,chr05,19334501,19335000,500,hyper,Os05g0397600,71.8,TRUE,Azucena (CG context)
chr05,gene,19334642,19336642,+,Os05g0397600,chr05,19335501,19336000,500,hypo,Os05g0397600,100,TRUE,Azucena (CG context)
chr05,gene,19778173,19780173,-,Os05g0406100,chr05,19779001,19779500,500,hypo,Os05g0406100,100,TRUE,Azucena (CG context)
chr05,gene,19778573,19780573,+,Os05g0406150,chr05,19779001,19779500,500,hypo,Os05g0406150,100,TRUE,Azucena (CG context)
chr05,gene,19979911,19981911,+,Os05g0409200,chr05,19981501,19982000,500,hypo,Os05g0409200,82.2,TRUE,Azucena (CG context)
chr05,gene,20757526,20759526,+,Os05g0423400,chr05,20759001,20759500,500,hyper,Os05g0423400,100,TRUE,Azucena (CG context)
chr05,gene,21196105,21198105,+,Os05g0432200,chr05,21197001,21197500,500,hypo,Os05g0432200,100,TRUE,Azucena (CG context)
chr05,gene,22780081,22782081,-,Os05g0464001,chr05,22781001,22781500,500,hypo,Os05g0464001,100,TRUE,Azucena (CG context)
chr05,gene,23237204,23239204,-,Os05g0473000,chr05,23238001,23238500,500,hypo,Os05g0473000,100,TRUE,Azucena (CG context)
chr05,gene,23237643,23239643,+,Os05g0473101,chr05,23238001,23238500,500,hypo,Os05g0473101,100,TRUE,Azucena (CG context)
chr05,gene,23428812,23430812,+,Os05g0476332,chr05,23430001,23430500,500,hyper,Os05g0476332,100,TRUE,Azucena (CG context)
chr05,gene,23428891,23430891,-,Os05g0476350,chr05,23430001,23430500,500,hyper,Os05g0476350,100,TRUE,Azucena (CG context)
chr05,gene,23937959,23939959,-,Os05g0486700,chr05,23938501,23939000,500,hyper,Os05g0486700,100,TRUE,Azucena (CG context)
chr05,gene,23938566,23940566,+,Os05g0486833,chr05,23938501,23939000,500,hyper,Os05g0486833,87,TRUE,Azucena (CG context)
chr05,gene,24350071,24352071,-,Os05g0495650,chr05,24351501,24352000,500,hyper,Os05g0495650,100,TRUE,Azucena (CG context)
chr05,gene,25281108,25283108,+,Os05g0510400,chr05,25281501,25282000,500,hyper,Os05g0510400,100,TRUE,Azucena (CG context)
chr05,gene,26602986,26604986,-,Os05g0535700,chr05,26603001,26603500,500,hyper,Os05g0535700,100,TRUE,Azucena (CG context)
chr05,gene,26629889,26631889,-,Os05g0536250,chr05,26631001,26631500,500,hypo,Os05g0536250,100,TRUE,Azucena (CG context)
chr05,gene,26813636,26815636,-,Os05g0539800,chr05,26814501,26815000,500,hyper,Os05g0539800,100,TRUE,Azucena (CG context)
chr05,gene,26882955,26884955,+,Os05g0541500,chr05,26884001,26884500,500,hypo,Os05g0541500,100,TRUE,Azucena (CG context)
chr05,gene,27636094,27638094,+,Os05g0555700,chr05,27637001,27637500,500,hypo,Os05g0555700,100,TRUE,Azucena (CG context)
chr05,gene,28982654,28984654,+,Os05g0582300,chr05,28982501,28983000,500,hyper,Os05g0582300,69.4,TRUE,Azucena (CG context)
chr06,gene,595125,597125,+,Os06g0110400,chr06,596501,597000,500,hyper,Os06g0110400,100,TRUE,Azucena (CG context)
chr06,gene,883834,885834,+,Os06g0116100,chr06,885001,885500,500,hypo,Os06g0116100,100,TRUE,Azucena (CG context)
chr06,gene,900675,902675,-,Os06g0116300,chr06,901001,901500,500,hypo,Os06g0116300,100,TRUE,Azucena (CG context)
chr06,gene,931238,933238,-,Os06g0116900,chr06,931501,932000,500,hyper,Os06g0116900,100,TRUE,Azucena (CG context)
chr06,gene,2121412,2123412,+,Os06g0140400,chr06,2122501,2123000,500,hyper,Os06g0140400,100,TRUE,Azucena (CG context)
chr06,gene,2431533,2433533,-,Os06g0146300,chr06,2432001,2432500,500,hyper,Os06g0146300,100,TRUE,Azucena (CG context)
chr06,gene,3175119,3177119,+,Os06g0163100,chr06,3176501,3177000,500,hyper,Os06g0163100,100,TRUE,Azucena (CG context)
chr06,gene,3184510,3186510,+,Os06g0163200,chr06,3184501,3185000,500,hypo,Os06g0163200,98.2,TRUE,Azucena (CG context)
chr06,gene,3248548,3250548,-,Os06g0164000,chr06,3250001,3250500,500,hypo,Os06g0164000,100,TRUE,Azucena (CG context)
chr06,gene,3275665,3277665,+,Os06g0164500,chr06,3275501,3276000,500,hypo,Os06g0164500,67.2,TRUE,Azucena (CG context)
chr06,gene,3630670,3632670,+,Os06g0171900,chr06,3630501,3632000,1500,hypo,Os06g0171900,88.7333333333333,TRUE,Azucena (CG context)
chr06,gene,5211485,5213485,-,Os06g0203400,chr06,5213001,5213500,500,hypo,Os06g0203400,97,TRUE,Azucena (CG context)
chr06,gene,5897603,5899603,+,Os06g0215950,chr06,5898001,5898500,500,hyper,Os06g0215950,100,TRUE,Azucena (CG context)
chr06,gene,6466332,6468332,-,Os06g0224775,chr06,6466501,6467000,500,hypo,Os06g0224775,100,TRUE,Azucena (CG context)
chr06,gene,6490817,6492817,-,Os06g0225600,chr06,6491501,6492000,500,hypo,Os06g0225600,100,TRUE,Azucena (CG context)
chr06,gene,7165485,7167485,-,Os06g0237900,chr06,7167001,7167500,500,hypo,Os06g0237900,97,TRUE,Azucena (CG context)
chr06,gene,9631342,9633342,+,Os06g0278450,chr06,9632001,9632500,500,hyper,Os06g0278450,100,TRUE,Azucena (CG context)
chr06,gene,9803250,9805250,-,Os06g0280900,chr06,9804501,9805000,500,hypo,Os06g0280900,100,TRUE,Azucena (CG context)
chr06,gene,10754337,10756337,+,Os06g0293000,chr06,10755001,10755500,500,hypo,Os06g0293000,100,TRUE,Azucena (CG context)
chr06,gene,10754426,10756426,-,Os06g0293050,chr06,10755001,10755500,500,hypo,Os06g0293050,100,TRUE,Azucena (CG context)
chr06,gene,11168411,11170411,-,Os06g0300000,chr06,11170001,11170500,500,hypo,Os06g0300000,82.2,TRUE,Azucena (CG context)
chr06,gene,11168702,11170702,+,Os06g0300100,chr06,11170001,11170500,500,hypo,Os06g0300100,100,TRUE,Azucena (CG context)
chr06,gene,12649333,12651333,-,Os06g0324000,chr06,12649501,12650000,500,hypo,Os06g0324000,100,TRUE,Azucena (CG context)
chr06,gene,12807778,12809778,+,Os06g0326700,chr06,12808001,12808500,500,hypo,Os06g0326700,100,TRUE,Azucena (CG context)
chr06,gene,13871300,13873300,-,Os06g0345732,chr06,13872001,13872500,500,hyper,Os06g0345732,100,TRUE,Azucena (CG context)
chr06,gene,14279547,14281547,+,Os06g0351500,chr06,14280001,14280500,500,hypo,Os06g0351500,100,TRUE,Azucena (CG context)
chr06,gene,15731745,15733745,+,Os06g0472300,chr06,15733001,15733500,500,hyper,Os06g0472300,100,TRUE,Azucena (CG context)
chr06,gene,15731947,15733947,-,Os06g0472350,chr06,15733001,15733500,500,hyper,Os06g0472350,100,TRUE,Azucena (CG context)
chr06,gene,16730927,16732927,-,Os06g0487900,chr06,16732501,16733000,500,hyper,Os06g0487900,85.4,TRUE,Azucena (CG context)
chr06,gene,17498677,17500677,+,Os06g0498450,chr06,17499501,17500000,500,hyper,Os06g0498450,100,TRUE,Azucena (CG context)
chr06,gene,18114416,18116416,-,Os06g0507900,chr06,18114501,18115000,500,hypo,Os06g0507900,100,TRUE,Azucena (CG context)
chr06,gene,20372175,20374175,+,Os06g0542100,chr06,20372501,20373000,500,hypo,Os06g0542100,100,TRUE,Azucena (CG context)
chr06,gene,21695800,21697800,-,Os06g0564400,chr06,21697001,21697500,500,hyper,Os06g0564400,100,TRUE,Azucena (CG context)
chr06,gene,21894889,21896889,-,Os06g0567433,chr06,21896001,21896500,500,hypo,Os06g0567433,100,TRUE,Azucena (CG context)
chr06,gene,23341928,23343928,+,Os06g0594100,chr06,23343501,23344000,500,hyper,Os06g0594100,85.6,TRUE,Azucena (CG context)
chr06,gene,23436800,23438800,+,Os06g0595800,chr06,23438001,23438500,500,hypo,Os06g0595800,100,TRUE,Azucena (CG context)
chr06,gene,24187866,24189866,+,Os06g0607900,chr06,24188001,24188500,500,hyper,Os06g0607900,100,TRUE,Azucena (CG context)
chr06,gene,24480288,24482288,-,Os06g0612550,chr06,24480501,24481000,500,hypo,Os06g0612550,100,TRUE,Azucena (CG context)
chr06,gene,24572396,24574396,+,Os06g0614300,chr06,24573501,24574000,500,hypo,Os06g0614300,100,TRUE,Azucena (CG context)
chr06,gene,26629941,26631941,+,Os06g0650600,chr06,26630501,26631000,500,hyper,Os06g0650600,100,TRUE,Azucena (CG context)
chr06,gene,28201891,28203891,+,Os06g0678500,chr06,28201501,28202500,1000,hypo,Os06g0678500,61,TRUE,Azucena (CG context)
chr06,gene,29668439,29670439,+,Os06g0702800,chr06,29669001,29669500,500,hypo,Os06g0702800,100,TRUE,Azucena (CG context)
chr06,gene,29812603,29814603,+,Os06g0705600,chr06,29813001,29813500,500,hypo,Os06g0705600,100,TRUE,Azucena (CG context)
chr06,gene,29836314,29838314,+,Os06g0706400,chr06,29836501,29837000,500,hypo,Os06g0706400,100,TRUE,Azucena (CG context)
chr06,gene,29992592,29994592,+,Os06g0709000,chr06,29993501,29994000,500,hypo,Os06g0709000,100,TRUE,Azucena (CG context)
chr07,gene,1211610,1213610,-,Os07g0123500,chr07,1212001,1212500,500,hyper,Os07g0123500,100,TRUE,Azucena (CG context)
chr07,gene,1211858,1213858,+,Os07g0123533,chr07,1212001,1212500,500,hyper,Os07g0123533,100,TRUE,Azucena (CG context)
chr07,gene,1253047,1255047,-,Os07g0124100,chr07,1254001,1254500,500,hypo,Os07g0124100,100,TRUE,Azucena (CG context)
chr07,gene,2188971,2190971,-,Os07g0142802,chr07,2189501,2190000,500,hypo,Os07g0142802,100,TRUE,Azucena (CG context)
chr07,gene,2880267,2882267,+,Os07g0154300,chr07,2880501,2881000,500,hypo,Os07g0154300,100,TRUE,Azucena (CG context)
chr07,gene,3239946,3241946,+,Os07g0160300,chr07,3240501,3241000,500,hypo,Os07g0160300,100,TRUE,Azucena (CG context)
chr07,gene,5447457,5449457,+,Os07g0200900,chr07,5449001,5449500,500,hypo,Os07g0200900,91.4,TRUE,Azucena (CG context)
chr07,gene,5563331,5565331,-,Os07g0203500,chr07,5564501,5565000,500,hypo,Os07g0203500,100,TRUE,Azucena (CG context)
chr07,gene,6761498,6763498,-,Os07g0222300,chr07,6762501,6763000,500,hypo,Os07g0222300,100,TRUE,Azucena (CG context)
chr07,gene,7543547,7545547,+,Os07g0235800,chr07,7545001,7545500,500,hypo,Os07g0235800,100,TRUE,Azucena (CG context)
chr07,gene,8527427,8529427,+,Os07g0253000,chr07,8528001,8528500,500,hypo,Os07g0253000,100,TRUE,Azucena (CG context)
chr07,gene,9020181,9022181,+,Os07g0259400,chr07,9021001,9021500,500,hypo,Os07g0259400,100,TRUE,Azucena (CG context)
chr07,gene,9020197,9022197,-,Os07g0259450,chr07,9021001,9021500,500,hypo,Os07g0259450,100,TRUE,Azucena (CG context)
chr07,gene,11108315,11110315,+,Os07g0287800,chr07,11109001,11109500,500,hyper,Os07g0287800,100,TRUE,Azucena (CG context)
chr07,gene,12924512,12926512,+,Os07g0412400,chr07,12925001,12925500,500,hypo,Os07g0412400,100,TRUE,Azucena (CG context)
chr07,gene,16648494,16650494,+,Os07g0467800,chr07,16650001,16650500,500,hyper,Os07g0467800,98.8,TRUE,Azucena (CG context)
chr07,gene,18033585,18035585,-,Os07g0487849,chr07,18034001,18034500,500,hyper,Os07g0487849,100,TRUE,Azucena (CG context)
chr07,gene,20065553,20067553,+,Os07g0519725,chr07,20066001,20068000,2000,hypo,Os07g0519725,77.65,TRUE,Azucena (CG context)
chr07,gene,20066421,20068421,+,Os07g0519800,chr07,20066001,20068000,2000,hypo,Os07g0519800,79,TRUE,Azucena (CG context)
chr07,gene,20560555,20562555,+,Os07g0527000,chr07,20560501,20562000,1500,hypo,Os07g0527000,96.4,TRUE,Azucena (CG context)
chr07,gene,21114379,21116379,+,Os07g0537200,chr07,21115001,21115500,500,hypo,Os07g0537200,100,TRUE,Azucena (CG context)
chr07,gene,23093971,23095971,+,Os07g0572050,chr07,23094001,23094500,500,hyper,Os07g0572050,100,TRUE,Azucena (CG context)
chr07,gene,23094025,23096025,-,Os07g0572075,chr07,23094001,23094500,500,hyper,Os07g0572075,95.2,TRUE,Azucena (CG context)
chr07,gene,23192229,23194229,-,Os07g0573800,chr07,23193001,23193500,500,hyper,Os07g0573800,100,TRUE,Azucena (CG context)
chr07,gene,23520446,23522446,+,Os07g0581100,chr07,23521501,23522000,500,hypo,Os07g0581100,100,TRUE,Azucena (CG context)
chr07,gene,23951405,23953405,+,Os07g0588300,chr07,23952001,23952500,500,hyper,Os07g0588300,100,TRUE,Azucena (CG context)
chr07,gene,24264479,24266479,-,Os07g0596300,chr07,24266001,24266500,500,hyper,Os07g0596300,95.8,TRUE,Azucena (CG context)
chr07,gene,24475380,24477380,-,Os07g0599700,chr07,24476001,24476500,500,hypo,Os07g0599700,100,TRUE,Azucena (CG context)
chr07,gene,24503215,24505215,+,Os07g0600700,chr07,24504001,24505000,1000,hyper,Os07g0600700,100,TRUE,Azucena (CG context)
chr07,gene,24749787,24751787,+,Os07g0604300,chr07,24751001,24751500,500,hyper,Os07g0604300,100,TRUE,Azucena (CG context)
chr07,gene,24750889,24752889,-,Os07g0604350,chr07,24751001,24751500,500,hyper,Os07g0604350,100,TRUE,Azucena (CG context)
chr07,gene,25212544,25214544,-,Os07g0612400,chr07,25213501,25214000,500,hyper,Os07g0612400,100,TRUE,Azucena (CG context)
chr07,gene,26319294,26321294,+,Os07g0634200,chr07,26320501,26321000,500,hyper,Os07g0634200,100,TRUE,Azucena (CG context)
chr07,gene,26385847,26387847,+,Os07g0635600,chr07,26386001,26386500,500,hyper,Os07g0635600,100,TRUE,Azucena (CG context)
chr07,gene,26990364,26992364,+,Os07g0646500,chr07,26991001,26991500,500,hypo,Os07g0646500,100,TRUE,Azucena (CG context)
chr07,gene,27684536,27686536,-,Os07g0657600,chr07,27684501,27685500,1000,hypo,Os07g0657600,96.5,TRUE,Azucena (CG context)
chr07,gene,27844309,27846309,+,Os07g0660466,chr07,27844501,27845000,500,hyper,Os07g0660466,100,TRUE,Azucena (CG context)
chr07,gene,27844318,27846318,-,Os07g0660500,chr07,27844501,27845000,500,hyper,Os07g0660500,100,TRUE,Azucena (CG context)
chr07,gene,28322762,28324762,+,Os07g0669800,chr07,28323001,28323500,500,hyper,Os07g0669800,100,TRUE,Azucena (CG context)
chr07,gene,28323109,28325109,-,Os07g0669750,chr07,28323001,28323500,500,hyper,Os07g0669750,78.4,TRUE,Azucena (CG context)
chr07,gene,28350574,28352574,+,Os07g0670600,chr07,28350501,28351000,500,hypo,Os07g0670600,85.4,TRUE,Azucena (CG context)
chr07,gene,29204934,29206934,-,Os07g0687400,chr07,29206501,29207000,500,hyper,Os07g0687400,86.8,TRUE,Azucena (CG context)
chr08,gene,373391,375391,-,Os08g0107700,chr08,374001,374500,500,hyper,Os08g0107700,100,TRUE,Azucena (CG context)
chr08,gene,1401611,1403611,+,Os08g0125006,chr08,1403001,1403500,500,hyper,Os08g0125006,100,TRUE,Azucena (CG context)
chr08,gene,1747850,1749850,+,Os08g0131000,chr08,1749501,1750000,500,hyper,Os08g0131000,70,TRUE,Azucena (CG context)
chr08,gene,2061215,2063215,-,Os08g0136700,chr08,2061501,2062000,500,hypo,Os08g0136700,100,TRUE,Azucena (CG context)
chr08,gene,2061484,2063484,+,Os08g0136725,chr08,2061501,2062000,500,hypo,Os08g0136725,100,TRUE,Azucena (CG context)
chr08,gene,3080738,3082738,+,Os08g0153700,chr08,3082001,3082500,500,hypo,Os08g0153700,100,TRUE,Azucena (CG context)
chr08,gene,3080739,3082739,-,Os08g0153600,chr08,3082001,3082500,500,hypo,Os08g0153600,100,TRUE,Azucena (CG context)
chr08,gene,3519480,3521480,-,Os08g0160000,chr08,3521001,3521500,500,hyper,Os08g0160000,96,TRUE,Azucena (CG context)
chr08,gene,3542377,3544377,-,Os08g0160500,chr08,3543501,3544000,500,hyper,Os08g0160500,100,TRUE,Azucena (CG context)
chr08,gene,3542845,3544845,+,Os08g0160600,chr08,3543501,3544000,500,hyper,Os08g0160600,100,TRUE,Azucena (CG context)
chr08,gene,4443655,4445655,+,Os08g0176200,chr08,4445001,4445500,500,hyper,Os08g0176200,100,TRUE,Azucena (CG context)
chr08,gene,4690655,4692655,+,Os08g0180100,chr08,4692001,4692500,500,hyper,Os08g0180100,100,TRUE,Azucena (CG context)
chr08,gene,5838300,5840300,+,Os08g0200500,chr08,5838501,5839000,500,hypo,Os08g0200500,100,TRUE,Azucena (CG context)
chr08,gene,6242128,6244128,-,Os08g0207000,chr08,6243501,6244000,500,hyper,Os08g0207000,100,TRUE,Azucena (CG context)
chr08,gene,7754668,7756668,-,Os08g0227100,chr08,7756001,7756500,500,hypo,Os08g0227100,100,TRUE,Azucena (CG context)
chr08,gene,8214495,8216495,+,Os08g0235400,chr08,8214501,8215000,500,hypo,Os08g0235400,100,TRUE,Azucena (CG context)
chr08,gene,8525768,8527768,+,Os08g0240966,chr08,8526501,8527000,500,hypo,Os08g0240966,100,TRUE,Azucena (CG context)
chr08,gene,8679628,8681628,-,Os08g0242900,chr08,8680501,8681000,500,hypo,Os08g0242900,100,TRUE,Azucena (CG context)
chr08,gene,8679711,8681711,+,Os08g0243001,chr08,8680501,8681000,500,hypo,Os08g0243001,100,TRUE,Azucena (CG context)
chr08,gene,8848008,8850008,+,Os08g0244750,chr08,8849501,8850000,500,hypo,Os08g0244750,100,TRUE,Azucena (CG context)
chr08,gene,9096485,9098485,+,Os08g0249000,chr08,9096501,9097000,500,hypo,Os08g0249000,100,TRUE,Azucena (CG context)
chr08,gene,9536125,9538125,+,Os08g0256700,chr08,9537001,9537500,500,hyper,Os08g0256700,100,TRUE,Azucena (CG context)
chr08,gene,9626599,9628599,-,Os08g0258200,chr08,9626501,9627000,500,hypo,Os08g0258200,80.4,TRUE,Azucena (CG context)
chr08,gene,12109601,12111601,+,Os08g0298500,chr08,12109501,12110500,1000,hyper,Os08g0298500,90,TRUE,Azucena (CG context)
chr08,gene,14473916,14475916,+,Os08g0328300,chr08,14474501,14475000,500,hypo,Os08g0328300,100,TRUE,Azucena (CG context)
chr08,gene,15161657,15163657,-,Os08g0337700,chr08,15162501,15163500,1000,hyper,Os08g0337700,100,TRUE,Azucena (CG context)
chr08,gene,16071233,16073233,+,Os08g0352250,chr08,16071501,16074000,2500,hyper,Os08g0352250,69.32,TRUE,Azucena (CG context)
chr08,gene,16072341,16074341,-,Os08g0352400,chr08,16071501,16074000,2500,hyper,Os08g0352400,66.4,TRUE,Azucena (CG context)
chr08,gene,17119810,17121810,-,Os08g0368000,chr08,17120501,17121000,500,hypo,Os08g0368000,100,TRUE,Azucena (CG context)
chr08,gene,17120109,17122109,+,Os08g0368166,chr08,17120501,17121000,500,hypo,Os08g0368166,100,TRUE,Azucena (CG context)
chr08,gene,18307597,18309597,-,Os08g0387500,chr08,18309001,18309500,500,hyper,Os08g0387500,100,TRUE,Azucena (CG context)
chr08,gene,18566971,18568971,-,Os08g0392100,chr08,18568501,18569000,500,hypo,Os08g0392100,94.2,TRUE,Azucena (CG context)
chr08,gene,19691448,19693448,+,Os08g0411500,chr08,19691501,19692500,1000,hypo,Os08g0411500,100,TRUE,Azucena (CG context)
chr08,gene,20036821,20038821,+,Os08g0419100,chr08,20038501,20039000,500,hypo,Os08g0419100,64.2,TRUE,Azucena (CG context)
chr08,gene,20622908,20624908,-,Os08g0428400,chr08,20623501,20624000,500,hyper,Os08g0428400,100,TRUE,Azucena (CG context)
chr08,gene,21153524,21155524,+,Os08g0435700,chr08,21154501,21155000,500,hypo,Os08g0435700,100,TRUE,Azucena (CG context)
chr08,gene,21219307,21221307,-,Os08g0436800,chr08,21220001,21220500,500,hypo,Os08g0436800,100,TRUE,Azucena (CG context)
chr08,gene,21642628,21644628,+,Os08g0444440,chr08,21644001,21644500,500,hyper,Os08g0444440,100,TRUE,Azucena (CG context)
chr08,gene,22134791,22136791,+,Os08g0452500,chr08,22135001,22135500,500,hyper,Os08g0452500,100,TRUE,Azucena (CG context)
chr08,gene,22234504,22236504,+,Os08g0454000,chr08,22234501,22235000,500,hyper,Os08g0454000,99.4,TRUE,Azucena (CG context)
chr08,gene,22406403,22408403,+,Os08g0457100,chr08,22406501,22407000,500,hypo,Os08g0457100,100,TRUE,Azucena (CG context)
chr08,gene,23889436,23891436,+,Os08g0483800,chr08,23890501,23891000,500,hyper,Os08g0483800,100,TRUE,Azucena (CG context)
chr08,gene,26747784,26749784,-,Os08g0535600,chr08,26749001,26749500,500,hyper,Os08g0535600,100,TRUE,Azucena (CG context)
chr08,gene,26869277,26871277,-,Os08g0537600,chr08,26870001,26870500,500,hypo,Os08g0537600,100,TRUE,Azucena (CG context)
chr08,gene,28172365,28174365,+,Os08g0562750,chr08,28174001,28174500,500,hyper,Os08g0562750,73,TRUE,Azucena (CG context)
chr08,gene,28368570,28370570,+,Os08g0566400,chr08,28369001,28369500,500,hypo,Os08g0566400,100,TRUE,Azucena (CG context)
chr09,gene,852841,854841,-,Os09g0109500,chr09,854001,854500,500,hyper,Os09g0109500,100,TRUE,Azucena (CG context)
chr09,gene,1265679,1267679,+,Os09g0115950,chr09,1266501,1267000,500,hypo,Os09g0115950,100,TRUE,Azucena (CG context)
chr09,gene,1501778,1503778,-,Os09g0119600,chr09,1502001,1502500,500,hyper,Os09g0119600,100,TRUE,Azucena (CG context)
chr09,gene,6671037,6673037,+,Os09g0290900,chr09,6672501,6673000,500,hypo,Os09g0290900,100,TRUE,Azucena (CG context)
chr09,gene,8566980,8568980,+,Os09g0314200,chr09,8567501,8568000,500,hypo,Os09g0314200,100,TRUE,Azucena (CG context)
chr09,gene,10766866,10768866,+,Os09g0344900,chr09,10768501,10769000,500,hyper,Os09g0344900,73.2,TRUE,Azucena (CG context)
chr09,gene,10768145,10770145,-,Os09g0345000,chr09,10768501,10769000,500,hyper,Os09g0345000,100,TRUE,Azucena (CG context)
