"","Contexto","Elemento"
"480","hypo - Azucena (CHG context) - genes","Os04g0513400"
"481","hypo - Azucena (CHG context) - genes","Os04g0538000"
"482","hypo - Azucena (CHG context) - genes","Os04g0542000"
"483","hypo - Azucena (CHG context) - genes","Os04g0551200"
"484","hypo - Azucena (CHG context) - genes","Os04g0563350"
"485","hypo - Azucena (CHG context) - genes","Os04g0597800"
"486","hypo - Azucena (CHG context) - genes","Os04g0626700"
"487","hypo - Azucena (CHG context) - genes","Os04g0628900"
"488","hypo - Azucena (CHG context) - genes","Os05g0192100"
"489","hypo - Azucena (CHG context) - genes","Os05g0203800"
"490","hypo - Azucena (CHG context) - genes","Os05g0226000"
"491","hypo - Azucena (CHG context) - genes","Os05g0330150"
"492","hypo - Azucena (CHG context) - genes","Os05g0366000"
"493","hypo - Azucena (CHG context) - genes","Os05g0390000"
"494","hypo - Azucena (CHG context) - genes","Os05g0521300"
"495","hypo - Azucena (CHG context) - genes","Os05g0525800"
"496","hypo - Azucena (CHG context) - genes","Os05g0525850"
"497","hypo - Azucena (CHG context) - genes","Os05g0573200"
"498","hypo - Azucena (CHG context) - genes","Os05g0573250"
"499","hypo - Azucena (CHG context) - genes","Os06g0164900"
"500","hypo - Azucena (CHG context) - genes","Os06g0210000"
"501","hypo - Azucena (CHG context) - genes","Os06g0220600"
"502","hypo - Azucena (CHG context) - genes","Os06g0237100"
"503","hypo - Azucena (CHG context) - genes","Os06g0271300"
"504","hypo - Azucena (CHG context) - genes","Os06g0271350"
"505","hypo - Azucena (CHG context) - genes","Os06g0299300"
"506","hypo - Azucena (CHG context) - genes","Os06g0301400"
"507","hypo - Azucena (CHG context) - genes","Os06g0305400"
"508","hypo - Azucena (CHG context) - genes","Os06g0306500"
"509","hypo - Azucena (CHG context) - genes","Os06g0340200"
"510","hypo - Azucena (CHG context) - genes","Os06g0484450"
"511","hypo - Azucena (CHG context) - genes","Os06g0486900"
"512","hypo - Azucena (CHG context) - genes","Os06g0521000"
"513","hypo - Azucena (CHG context) - genes","Os06g0576200"
"514","hypo - Azucena (CHG context) - genes","Os06g0610800"
"515","hypo - Azucena (CHG context) - genes","Os06g0616900"
"516","hypo - Azucena (CHG context) - genes","Os07g0129800"
"517","hypo - Azucena (CHG context) - genes","Os07g0169100"
"518","hypo - Azucena (CHG context) - genes","Os07g0180700"
"519","hypo - Azucena (CHG context) - genes","Os07g0191301"
"520","hypo - Azucena (CHG context) - genes","Os07g0206600"
"521","hypo - Azucena (CHG context) - genes","Os07g0206650"
"522","hypo - Azucena (CHG context) - genes","Os07g0471683"
"523","hypo - Azucena (CHG context) - genes","Os07g0506600"
"524","hypo - Azucena (CHG context) - genes","Os07g0534000"
"525","hypo - Azucena (CHG context) - genes","Os07g0621800"
"526","hypo - Azucena (CHG context) - genes","Os08g0149566"
"527","hypo - Azucena (CHG context) - genes","Os08g0149800"
"528","hypo - Azucena (CHG context) - genes","Os08g0188900"
"529","hypo - Azucena (CHG context) - genes","Os08g0282500"
"530","hypo - Azucena (CHG context) - genes","Os08g0323000"
"531","hypo - Azucena (CHG context) - genes","Os08g0365900"
"532","hypo - Azucena (CHG context) - genes","Os08g0368333"
"533","hypo - Azucena (CHG context) - genes","Os08g0402700"
"534","hypo - Azucena (CHG context) - genes","Os08g0403733"
"535","hypo - Azucena (CHG context) - genes","Os08g0410900"
"536","hypo - Azucena (CHG context) - genes","Os08g0422500"
"537","hypo - Azucena (CHG context) - genes","Os08g0434566"
"538","hypo - Azucena (CHG context) - genes","Os08g0471300"
"539","hypo - Azucena (CHG context) - genes","Os08g0515000"
"540","hypo - Azucena (CHG context) - genes","Os08g0530801"
"541","hypo - Azucena (CHG context) - genes","Os09g0240500"
"542","hypo - Azucena (CHG context) - genes","Os09g0259200"
"543","hypo - Azucena (CHG context) - genes","Os09g0309200"
"544","hypo - Azucena (CHG context) - genes","Os09g0333600"
"545","hypo - Azucena (CHG context) - genes","Os09g0359500"
"546","hypo - Azucena (CHG context) - genes","Os09g0374900"
"547","hypo - Azucena (CHG context) - genes","Os09g0388400"
"548","hypo - Azucena (CHG context) - genes","Os09g0394300"
"549","hypo - Azucena (CHG context) - genes","Os09g0403000"
"550","hypo - Azucena (CHG context) - genes","Os09g0467400"
"551","hypo - Azucena (CHG context) - genes","Os09g0525700"
"552","hypo - Azucena (CHG context) - genes","Os10g0164500"
"553","hypo - Azucena (CHG context) - genes","Os10g0315400"
"554","hypo - Azucena (CHG context) - genes","Os10g0330600"
"555","hypo - Azucena (CHG context) - genes","Os10g0350100"
"556","hypo - Azucena (CHG context) - genes","Os10g0361375"
"557","hypo - Azucena (CHG context) - genes","Os10g0396932"
"558","hypo - Azucena (CHG context) - genes","Os10g0415600"
"559","hypo - Azucena (CHG context) - genes","Os10g0420332"
"560","hypo - Azucena (CHG context) - genes","Os10g0428900"
"561","hypo - Azucena (CHG context) - genes","Os10g0451600"
"562","hypo - Azucena (CHG context) - genes","Os10g0462600"
"563","hypo - Azucena (CHG context) - genes","Os10g0534900"
"564","hypo - Azucena (CHG context) - genes","Os11g0173100"
"565","hypo - Azucena (CHG context) - genes","Os11g0175450"
"566","hypo - Azucena (CHG context) - genes","Os11g0189600"
"567","hypo - Azucena (CHG context) - genes","Os11g0214700"
"568","hypo - Azucena (CHG context) - genes","Os11g0219400"
"569","hypo - Azucena (CHG context) - genes","Os11g0220500"
"570","hypo - Azucena (CHG context) - genes","Os11g0220550"
"571","hypo - Azucena (CHG context) - genes","Os11g0229500"
"572","hypo - Azucena (CHG context) - genes","Os11g0266800"
"573","hypo - Azucena (CHG context) - genes","Os11g0285000"
"574","hypo - Azucena (CHG context) - genes","Os11g0425100"
"575","hypo - Azucena (CHG context) - genes","Os11g0435800"
"576","hypo - Azucena (CHG context) - genes","Os11g0549300"
"577","hypo - Azucena (CHG context) - genes","Os11g0580500"
"578","hypo - Azucena (CHG context) - genes","Os12g0129650"
"579","hypo - Azucena (CHG context) - genes","Os12g0129700"
"580","hypo - Azucena (CHG context) - genes","Os12g0179951"
"581","hypo - Azucena (CHG context) - genes","Os12g0181900"
"582","hypo - Azucena (CHG context) - genes","Os12g0197100"
"583","hypo - Azucena (CHG context) - genes","Os12g0210400"
"584","hypo - Azucena (CHG context) - genes","Os12g0406333"
"585","hypo - Azucena (CHG context) - genes","Os12g0420300"
"586","hypo - Azucena (CHG context) - genes","Os12g0434601"
"587","hypo - Azucena (CHG context) - genes","Os12g0543800"
"588","hypo - Azucena (CHG context) - genes","Os12g0640600"
"589","hyper - Azucena (CHG context) - genes","Os01g0175400"
"590","hyper - Azucena (CHG context) - genes","Os01g0196800"
"591","hyper - Azucena (CHG context) - genes","Os01g0219600"
"592","hyper - Azucena (CHG context) - genes","Os01g0246200"
"593","hyper - Azucena (CHG context) - genes","Os01g0305900"
"594","hyper - Azucena (CHG context) - genes","Os01g0391800"
"595","hyper - Azucena (CHG context) - genes","Os01g0500750"
"596","hyper - Azucena (CHG context) - genes","Os01g0521600"
"597","hyper - Azucena (CHG context) - genes","Os01g0563000"
"598","hyper - Azucena (CHG context) - genes","Os01g0576100"
"599","hyper - Azucena (CHG context) - genes","Os01g0635400"
"600","hyper - Azucena (CHG context) - genes","Os01g0643666"
"601","hyper - Azucena (CHG context) - genes","Os02g0498633"
"602","hyper - Azucena (CHG context) - genes","Os02g0498666"
"603","hyper - Azucena (CHG context) - genes","Os02g0570400"
"604","hyper - Azucena (CHG context) - genes","Os02g0653400"
"605","hyper - Azucena (CHG context) - genes","Os02g0801700"
"606","hyper - Azucena (CHG context) - genes","Os03g0193400"
"607","hyper - Azucena (CHG context) - genes","Os03g0193450"
"608","hyper - Azucena (CHG context) - genes","Os03g0389100"
"609","hyper - Azucena (CHG context) - genes","Os03g0604432"
"610","hyper - Azucena (CHG context) - genes","Os03g0604200"
"611","hyper - Azucena (CHG context) - genes","Os03g0730500"
"612","hyper - Azucena (CHG context) - genes","Os04g0168300"
"613","hyper - Azucena (CHG context) - genes","Os04g0176200"
"614","hyper - Azucena (CHG context) - genes","Os04g0290450"
"615","hyper - Azucena (CHG context) - genes","Os04g0310400"
"616","hyper - Azucena (CHG context) - genes","Os04g0474700"
"617","hyper - Azucena (CHG context) - genes","Os04g0491350"
"618","hyper - Azucena (CHG context) - genes","Os05g0261001"
"619","hyper - Azucena (CHG context) - genes","Os05g0421750"
"620","hyper - Azucena (CHG context) - genes","Os06g0541600"
"621","hyper - Azucena (CHG context) - genes","Os06g0570100"
"622","hyper - Azucena (CHG context) - genes","Os07g0180700"
"623","hyper - Azucena (CHG context) - genes","Os07g0285900"
"624","hyper - Azucena (CHG context) - genes","Os08g0137800"
"625","hyper - Azucena (CHG context) - genes","Os08g0224500"
"626","hyper - Azucena (CHG context) - genes","Os08g0441500"
"627","hyper - Azucena (CHG context) - genes","Os08g0462700"
"628","hyper - Azucena (CHG context) - genes","Os08g0539700"
"629","hyper - Azucena (CHG context) - genes","Os09g0356800"
"630","hyper - Azucena (CHG context) - genes","Os09g0535200"
"631","hyper - Azucena (CHG context) - genes","Os10g0193500"
"632","hyper - Azucena (CHG context) - genes","Os10g0202501"
"633","hyper - Azucena (CHG context) - genes","Os10g0358150"
"634","hyper - Azucena (CHG context) - genes","Os10g0430200"
"635","hyper - Azucena (CHG context) - genes","Os10g0570200"
"636","hyper - Azucena (CHG context) - genes","Os11g0156200"
"637","hyper - Azucena (CHG context) - genes","Os11g0213000"
"638","hyper - Azucena (CHG context) - genes","Os11g0309000"
"639","hyper - Azucena (CHG context) - genes","Os11g0541600"
"640","hyper - Azucena (CHG context) - genes","Os12g0126800"
"641","hyper - Azucena (CHG context) - genes","Os12g0406732"
"642","hyper - Azucena (CHG context) - genes","Os12g0428200"
"643","hyper - Azucena (CHG context) - genes","Os12g0555300"
"644","hyper - Azucena (CHG context) - genes","Os12g0641100"
"645","hypo - Azucena (CHH context) - genes","Os01g0104900"
"646","hypo - Azucena (CHH context) - genes","Os01g0109201"
"647","hypo - Azucena (CHH context) - genes","Os01g0109300"
"648","hypo - Azucena (CHH context) - genes","Os01g0110700"
"649","hypo - Azucena (CHH context) - genes","Os01g0116900"
"650","hypo - Azucena (CHH context) - genes","Os01g0131250"
"651","hypo - Azucena (CHH context) - genes","Os01g0137800"
"652","hypo - Azucena (CHH context) - genes","Os01g0150800"
"653","hypo - Azucena (CHH context) - genes","Os01g0151500"
"654","hypo - Azucena (CHH context) - genes","Os01g0153150"
"655","hypo - Azucena (CHH context) - genes","Os01g0179800"
"656","hypo - Azucena (CHH context) - genes","Os01g0189100"
"657","hypo - Azucena (CHH context) - genes","Os01g0195100"
"658","hypo - Azucena (CHH context) - genes","Os01g0209200"
"659","hypo - Azucena (CHH context) - genes","Os01g0216300"
"660","hypo - Azucena (CHH context) - genes","Os01g0216350"
"661","hypo - Azucena (CHH context) - genes","Os01g0220900"
"662","hypo - Azucena (CHH context) - genes","Os01g0233800"
"663","hypo - Azucena (CHH context) - genes","Os01g0248500"
"664","hypo - Azucena (CHH context) - genes","Os01g0252200"
"665","hypo - Azucena (CHH context) - genes","Os01g0260500"
"666","hypo - Azucena (CHH context) - genes","Os01g0263600"
"667","hypo - Azucena (CHH context) - genes","Os01g0265400"
"668","hypo - Azucena (CHH context) - genes","Os01g0275200"
"669","hypo - Azucena (CHH context) - genes","Os01g0282251"
"670","hypo - Azucena (CHH context) - genes","Os01g0301500"
"671","hypo - Azucena (CHH context) - genes","Os01g0304200"
"672","hypo - Azucena (CHH context) - genes","Os01g0305900"
"673","hypo - Azucena (CHH context) - genes","Os01g0319400"
"674","hypo - Azucena (CHH context) - genes","Os01g0323950"
"675","hypo - Azucena (CHH context) - genes","Os01g0332500"
"676","hypo - Azucena (CHH context) - genes","Os01g0358300"
"677","hypo - Azucena (CHH context) - genes","Os01g0360600"
"678","hypo - Azucena (CHH context) - genes","Os01g0367100"
"679","hypo - Azucena (CHH context) - genes","Os01g0367201"
"680","hypo - Azucena (CHH context) - genes","Os01g0386500"
"681","hypo - Azucena (CHH context) - genes","Os01g0391600"
"682","hypo - Azucena (CHH context) - genes","Os01g0392600"
"683","hypo - Azucena (CHH context) - genes","Os01g0392800"
"684","hypo - Azucena (CHH context) - genes","Os01g0500750"
"685","hypo - Azucena (CHH context) - genes","Os01g0501000"
"686","hypo - Azucena (CHH context) - genes","Os01g0504500"
"687","hypo - Azucena (CHH context) - genes","Os01g0506200"
"688","hypo - Azucena (CHH context) - genes","Os01g0507300"
"689","hypo - Azucena (CHH context) - genes","Os01g0508300"
"690","hypo - Azucena (CHH context) - genes","Os01g0509900"
"691","hypo - Azucena (CHH context) - genes","Os01g0510901"
"692","hypo - Azucena (CHH context) - genes","Os01g0511400"
"693","hypo - Azucena (CHH context) - genes","Os01g0512100"
"694","hypo - Azucena (CHH context) - genes","Os01g0514000"
"695","hypo - Azucena (CHH context) - genes","Os01g0516625"
"696","hypo - Azucena (CHH context) - genes","Os01g0527400"
"697","hypo - Azucena (CHH context) - genes","Os01g0533800"
"698","hypo - Azucena (CHH context) - genes","Os01g0555300"
"699","hypo - Azucena (CHH context) - genes","Os01g0563000"
"700","hypo - Azucena (CHH context) - genes","Os01g0563700"
"701","hypo - Azucena (CHH context) - genes","Os01g0564300"
"702","hypo - Azucena (CHH context) - genes","Os01g0576100"
"703","hypo - Azucena (CHH context) - genes","Os01g0587400"
"704","hypo - Azucena (CHH context) - genes","Os01g0590100"
"705","hypo - Azucena (CHH context) - genes","Os01g0593100"
"706","hypo - Azucena (CHH context) - genes","Os01g0594650"
"707","hypo - Azucena (CHH context) - genes","Os01g0594600"
"708","hypo - Azucena (CHH context) - genes","Os01g0607200"
"709","hypo - Azucena (CHH context) - genes","Os01g0609200"
"710","hypo - Azucena (CHH context) - genes","Os01g0617650"
"711","hypo - Azucena (CHH context) - genes","Os01g0629000"
"712","hypo - Azucena (CHH context) - genes","Os01g0631400"
"713","hypo - Azucena (CHH context) - genes","Os01g0632700"
"714","hypo - Azucena (CHH context) - genes","Os01g0646700"
"715","hypo - Azucena (CHH context) - genes","Os01g0650100"
"716","hypo - Azucena (CHH context) - genes","Os01g0650200"
"717","hypo - Azucena (CHH context) - genes","Os01g0660400"
"718","hypo - Azucena (CHH context) - genes","Os01g0692400"
"719","hypo - Azucena (CHH context) - genes","Os01g0693532"
"720","hypo - Azucena (CHH context) - genes","Os01g0695700"
"721","hypo - Azucena (CHH context) - genes","Os01g0695625"
"722","hypo - Azucena (CHH context) - genes","Os01g0704300"
"723","hypo - Azucena (CHH context) - genes","Os01g0723500"
"724","hypo - Azucena (CHH context) - genes","Os01g0728300"
"725","hypo - Azucena (CHH context) - genes","Os01g0728350"
"726","hypo - Azucena (CHH context) - genes","Os01g0728375"
"727","hypo - Azucena (CHH context) - genes","Os01g0740300"
"728","hypo - Azucena (CHH context) - genes","Os01g0773350"
"729","hypo - Azucena (CHH context) - genes","Os01g0782800"
"730","hypo - Azucena (CHH context) - genes","Os01g0783800"
"731","hypo - Azucena (CHH context) - genes","Os01g0804150"
"732","hypo - Azucena (CHH context) - genes","Os01g0805975"
"733","hypo - Azucena (CHH context) - genes","Os01g0809000"
"734","hypo - Azucena (CHH context) - genes","Os01g0813700"
"735","hypo - Azucena (CHH context) - genes","Os01g0819200"
"736","hypo - Azucena (CHH context) - genes","Os01g0819233"
"737","hypo - Azucena (CHH context) - genes","Os01g0820400"
"738","hypo - Azucena (CHH context) - genes","Os01g0825800"
"739","hypo - Azucena (CHH context) - genes","Os01g0838100"
"740","hypo - Azucena (CHH context) - genes","Os01g0877001"
"741","hypo - Azucena (CHH context) - genes","Os01g0882300"
"742","hypo - Azucena (CHH context) - genes","Os01g0884200"
